# go1
benchmark                         old ns/op    new ns/op    delta
BenchmarkCodeDecoder        35.26        35.19    1.00x
#snappy
benchmark                  old ns/op    new ns/op    delta
BenchmarkWordsDecode1e3         2573         2311  -10.18%
BenchmarkWordsDecode1e4        38233        32811  -14.18%
BenchmarkWordsDecode1e5       480348       462977   -3.62%
BenchmarkWordsDecode1e6      4560968      4389842   -3.75%
BenchmarkWordsEncode1e3        14372        11985  -16.61%
BenchmarkWordsEncode1e4        82222        79956   -2.76%
BenchmarkWordsEncode1e5      1042342      1009162   -3.18%
BenchmarkWordsEncode1e6      8594413      8502424   -1.07%

benchmark                   old MB/s     new MB/s  speedup
BenchmarkWordsDecode1e3       388.55       432.60    1.11x
BenchmarkWordsDecode1e4       261.55       304.77    1.17x
BenchmarkWordsDecode1e5       208.18       215.99    1.04x
BenchmarkWordsDecode1e6       219.25       227.80    1.04x
BenchmarkWordsEncode1e3        69.58        83.44    1.20x
BenchmarkWordsEncode1e4       121.62       125.07    1.03x
BenchmarkWordsEncode1e5        95.94        99.09    1.03x
BenchmarkWordsEncode1e6       116.35       117.61    1.01x
