# Dell Optiplex 780, Core 2 Duo E7500
# Debian unstable

# go1
benchmark                         old ns/op    new ns/op    delta
BenchmarkMemmove64K                           6880         6864   -0.23%
BenchmarkMemmove4M                         2111605      2107331   -0.20%
BenchmarkMemmove64M                       34150054     34191835   +0.12%
BenchmarkFinalizer                             238          242   +1.68%
BenchmarkFinalizerRun                          935          978   +4.60%
BenchmarkStackGrowth                           894          810   -9.40%
BenchmarkStackGrowthDeep                    110579       102089   -7.68%
BenchmarkCreateGoroutines                      177          181   +2.26%
BenchmarkCreateGoroutinesParallel              176          181   +2.84%
BenchmarkMatmult                                14           14   +1.43%
BenchmarkIfaceCmp100                           214          213   -0.47%
BenchmarkIfaceCmpNil100                        280          246  -12.14%
BenchmarkDefer                                 103           83  -19.32%
BenchmarkDefer10                                97           77  -20.10%
BenchmarkDeferMany                             176          158  -10.23%
BenchmarkCompareStringEqual                     11           11   -0.85%
BenchmarkCompareStringIdentical                  6            6   +0.00%
BenchmarkCompareStringSameLength                 9           10   +1.71%
BenchmarkCompareStringDifferentLength            2            2   +0.00%
BenchmarkCompareStringBigUnaligned          189789       188879   -0.48%
BenchmarkCompareStringBig                   142124       132857   -6.52%

benchmark                                 old MB/s     new MB/s  speedup
BenchmarkMemmove32                         1199.08      3597.13    3.00x
BenchmarkMemmove4K                        17791.39     18436.11    1.04x
BenchmarkMemmove64K                        9525.07      9547.39    1.00x
BenchmarkMemmove4M                         1986.31      1990.34    1.00x
BenchmarkMemmove64M                        1965.12      1962.72    1.00x
BenchmarkCompareStringBigUnaligned         5524.98      5551.62    1.00x
BenchmarkCompareStringBig                  7377.91      7892.57    1.07x
# http
benchmark                                   old ns/op    new ns/op    delta
BenchmarkHeaderWriteSubset                       1773         1349  -23.91%
BenchmarkReadRequestChrome                      10679         9101  -14.78%
BenchmarkReadRequestCurl                         5372         4580  -14.74%
BenchmarkReadRequestApachebench                  5323         4559  -14.35%
BenchmarkReadRequestSiege                        7418         6349  -14.41%
BenchmarkReadRequestWrk                          3533         3248   -8.07%
BenchmarkClientServer                           69364        64186   -7.46%
BenchmarkClientServerParallel4                  66930        60153  -10.13%
BenchmarkClientServerParallel64                 72383        64276  -11.20%
BenchmarkServer                                 83565        77993   -6.67%
BenchmarkServerFakeConnNoKeepAlive              23689        17897  -24.45%
BenchmarkServerFakeConnWithKeepAlive            20032        14677  -26.73%
BenchmarkServerFakeConnWithKeepAliveLite        12902         8893  -31.07%
BenchmarkServerHandlerTypeLen                   16358        11931  -27.06%
BenchmarkServerHandlerNoLen                     15090        10879  -27.91%
BenchmarkServerHandlerNoType                    15552        11312  -27.26%
BenchmarkServerHandlerNoHeader                  12518         8493  -32.15%

benchmark                                    old MB/s     new MB/s  speedup
BenchmarkReadRequestChrome                      57.21        67.13    1.17x
BenchmarkReadRequestCurl                        14.52        17.03    1.17x
BenchmarkReadRequestApachebench                 15.40        17.98    1.17x
BenchmarkReadRequestSiege                       20.35        23.78    1.17x
BenchmarkReadRequestWrk                         11.32        12.31    1.09x
# floats
benchmark                  old ns/op    new ns/op    delta
BenchmarkMinSmall                 11           11   +1.72%
BenchmarkMinMed                  723          721   -0.28%
BenchmarkMinLarge              74460        74430   -0.04%
BenchmarkMinHuge            13684069     13635381   -0.36%
BenchmarkAddTwoSmall              26           25   -4.17%
BenchmarkAddFourSmall             55           54   -0.73%
BenchmarkAddTwoMed              1387         1387   +0.00%
BenchmarkAddFourMed             4150         4152   +0.05%
BenchmarkAddTwoLarge          141575       141651   +0.05%
BenchmarkAddFourLarge         487530       492248   +0.97%
BenchmarkAddTwoHuge         45731828     45760789   +0.06%
BenchmarkAddFourHuge       137265398    137394729   +0.09%
BenchmarkLogSumExpSmall          374          362   -3.21%
BenchmarkLogSumExpMed          27949        27950   +0.00%
BenchmarkLogSumExpLarge      2790407      2790361   -0.00%
BenchmarkLogSumExpHuge     287198173    287428982   +0.08%
BenchmarkDotSmall                 22           27  +23.18%
BenchmarkDotMed                 1493         1494   +0.07%
BenchmarkDotLarge             150432       150701   +0.18%
BenchmarkDotHuge            26609586     26445535   -0.62%
