# go1
benchmark                         old ns/op    new ns/op    delta
BenchmarkServerHandlerNoLen                    385455       370808   -3.80%
BenchmarkServerHandlerNoType                   414149       401506   -3.05%
BenchmarkServerHandlerNoHeader                 299780       304345   +1.52%

benchmark                                    old MB/s     new MB/s  speedup
BenchmarkReadRequestChrome                       2.44         2.62    1.07x
BenchmarkReadRequestCurl                         0.51         0.53    1.04x
BenchmarkReadRequestApachebench                  0.54         0.57    1.06x
BenchmarkReadRequestSiege                        0.84         0.87    1.04x
BenchmarkReadRequestWrk                          0.35         0.37    1.06x
# cipher
benchmark                 old ns/op    new ns/op    delta
BenchmarkAESCFBEncrypt       361417       357178   -1.17%
BenchmarkAESCFBDecrypt       376312       356386   -5.30%
BenchmarkAESOFB              334510       329936   -1.37%
BenchmarkAESCTR              341029       327623   -3.93%
BenchmarkAESCBCEncrypt       354402       348615   -1.63%
BenchmarkAESCBCDecrypt       389926       344443  -11.66%

benchmark                  old MB/s     new MB/s  speedup
BenchmarkAESCFBEncrypt         2.83         2.86    1.01x
BenchmarkAESCFBDecrypt         2.72         2.87    1.06x
BenchmarkAESOFB                3.06         3.10    1.01x
BenchmarkAESCTR                3.00         3.12    1.04x
BenchmarkAESCBCEncrypt         2.89         2.94    1.02x
BenchmarkAESCBCDecrypt         2.63         2.97    1.13x
#megajson
benchmark               old ns/op    new ns/op    delta
BenchmarkCodeEncoder    571099741    567400468   -0.65%
BenchmarkCodeDecoder   2025722832   2035869583   +0.50%

benchmark                old MB/s     new MB/s  speedup
BenchmarkCodeEncoder         3.40         3.42    1.01x
BenchmarkCodeDecoder         0.96         0.95    0.99x
#snappy
benchmark                  old ns/op    new ns/op    delta
BenchmarkWordsDecode1e3        66661        69390   +4.09%
BenchmarkWordsDecode1e4       696931       724365   +3.94%
BenchmarkWordsDecode1e5      8166020      8335202   +2.07%
BenchmarkWordsDecode1e6     78855295     80140990   +1.63%
BenchmarkWordsEncode1e3       382356       336484  -12.00%
BenchmarkWordsEncode1e4      2008462      1917321   -4.54%
BenchmarkWordsEncode1e5     19737933     20592196   +4.33%
BenchmarkWordsEncode1e6    168751209    173067929   +2.56%

benchmark                   old MB/s     new MB/s  speedup
BenchmarkWordsDecode1e3        15.00        14.41    0.96x
BenchmarkWordsDecode1e4        14.35        13.81    0.96x
BenchmarkWordsDecode1e5        12.25        12.00    0.98x
BenchmarkWordsDecode1e6        12.68        12.48    0.98x
BenchmarkWordsEncode1e3         2.62         2.97    1.13x
BenchmarkWordsEncode1e4         4.98         5.22    1.05x
BenchmarkWordsEncode1e5         5.07         4.86    0.96x
BenchmarkWordsEncode1e6         5.93         5.78    0.97x
