# 2013 Macbook Air
# MacBookAir6,2
# Intel Core i7 1.7Ghz
# 8 GB Ram, 10.9.0 Mavericks
# go1
benchmark                         old ns/op    new ns/op    delta
BenchmarkStackGrowth                           465          415  -10.75%
BenchmarkStackGrowthDeep                     84786        79560   -6.16%
BenchmarkCreateGoroutines                      109          113   +3.67%
BenchmarkCreateGoroutinesParallel              109          113   +3.67%
BenchmarkMatmult                                 8            8   +0.62%
BenchmarkIfaceCmp100                           222          223   +0.45%
BenchmarkIfaceCmpNil100                        155          155   +0.00%
BenchmarkDefer                                 120           73  -38.83%
BenchmarkDefer10                               113           69  -38.41%
BenchmarkDeferMany                             153          181  +18.30%
BenchmarkCompareStringEqual                      7           15  +99.74%
BenchmarkCompareStringIdentical                  3            5  +66.67%
BenchmarkCompareStringSameLength                 6            7   +2.01%
BenchmarkCompareStringDifferentLength            1            1   -0.54%
BenchmarkCompareStringBigUnaligned           64386        63933   -0.70%
BenchmarkCompareStringBig                    59426        59017   -0.69%

benchmark                                 old MB/s     new MB/s  speedup
BenchmarkMemmove32                          996.55      8424.98    8.45x
BenchmarkMemmove4K                        52639.31     65887.97    1.25x
BenchmarkMemmove64K                       26011.39     26165.22    1.01x
BenchmarkMemmove4M                         9493.01      9681.62    1.02x
BenchmarkMemmove64M                        7239.34      6959.43    0.96x
BenchmarkCompareStringBigUnaligned        16285.83     16401.11    1.01x
BenchmarkCompareStringBig                 17645.21     17767.50    1.01x
# http
benchmark                                   old ns/op    new ns/op    delta
BenchmarkHeaderWriteSubset                       1299          886  -31.79%
BenchmarkReadRequestChrome                       5885         5449   -7.41%
BenchmarkReadRequestCurl                         2910         2907   -0.10%
BenchmarkReadRequestApachebench                  2924         2916   -0.27%
BenchmarkReadRequestSiege                        4001         3860   -3.52%
BenchmarkReadRequestWrk                          2105         2063   -2.00%
BenchmarkClientServer                           58551        50981  -12.93%
BenchmarkClientServerParallel4                  49058        43766  -10.79%
BenchmarkClientServerParallel64                 48466        42049  -13.24%
BenchmarkServer                                130174       117692   -9.59%
BenchmarkServerFakeConnNoKeepAlive              11531         8481  -26.45%
BenchmarkServerFakeConnWithKeepAlive             9412         6722  -28.58%
BenchmarkServerFakeConnWithKeepAliveLite         5796         3861  -33.39%
BenchmarkServerHandlerTypeLen                    7006         5670  -19.07%
BenchmarkServerHandlerNoLen                      6487         4771  -26.45%
BenchmarkServerHandlerNoType                     6620         5149  -22.22%
BenchmarkServerHandlerNoHeader                   5423         3521  -35.07%

benchmark                                    old MB/s     new MB/s  speedup
BenchmarkReadRequestChrome                     103.82       112.12    1.08x
BenchmarkReadRequestCurl                        26.80        26.83    1.00x
BenchmarkReadRequestApachebench                 28.04        28.11    1.00x
BenchmarkReadRequestSiege                       37.74        39.11    1.04x
BenchmarkReadRequestWrk                         18.99        19.39    1.02x
# floats
benchmark                  old ns/op    new ns/op    delta
BenchmarkMinSmall                 11           12   +4.27%
BenchmarkMinMed                  514          515   +0.19%
BenchmarkMinLarge              50985        51077   +0.18%
BenchmarkMinHuge             6515346      6469428   -0.70%
BenchmarkAddTwoSmall              19           18   -1.58%
BenchmarkAddFourSmall             38           38   -0.77%
BenchmarkAddTwoMed               928          933   +0.54%
BenchmarkAddFourMed             2765         2799   +1.23%
BenchmarkAddTwoLarge           93678        92878   -0.85%
BenchmarkAddFourLarge         280045       278948   -0.39%
BenchmarkAddTwoHuge         13477608     13492005   +0.11%
BenchmarkAddFourHuge        42060563     40684091   -3.27%
BenchmarkLogSumExpSmall          221          225   +1.81%
BenchmarkLogSumExpMed          16801        16805   +0.02%
BenchmarkLogSumExpLarge      1670903      1671138   +0.01%
BenchmarkLogSumExpHuge     168667911    168686452   +0.01%
BenchmarkDotSmall                 12           12   +4.17%
BenchmarkDotMed                  923          921   -0.22%
BenchmarkDotLarge              91376        91398   +0.02%
BenchmarkDotHuge            11253182     11244755   -0.07%
