# Lenovo Thinkpad t410, Core i7 M 620 @ 2.67GHz
# Ubuntu 13.04

# go1
benchmark                         old ns/op    new ns/op    delta
BenchmarkComplex128DivNisNaN                    14           14   +2.07%
BenchmarkComplex128DivDisNaN                    15           15   +0.00%
BenchmarkComplex128DivNisInf                    11           11   +0.00%
BenchmarkComplex128DivDisInf                    12           12   +0.00%
BenchmarkConvT2ESmall                           10           11   +9.35%
BenchmarkConvT2EUintptr                          0            0   +0.00%
BenchmarkConvT2ELarge                           80           68  -15.30%
BenchmarkConvT2ISmall                           15           15   +0.65%
BenchmarkConvT2IUintptr                          1            1   +0.00%
BenchmarkConvT2ILarge                           86           77   -9.95%
BenchmarkConvI2E                                 4            4   +0.23%
BenchmarkConvI2I                                15           15   +1.32%
BenchmarkAssertE2T                              11           11   +0.00%
BenchmarkAssertE2TLarge                         12           12   +0.00%
BenchmarkAssertE2I                              16           17   +4.82%
BenchmarkAssertI2T                              11           11   -0.88%
BenchmarkAssertI2I                              18           17   -2.22%
BenchmarkAssertI2E                               4            4   +0.00%
BenchmarkAssertE2E                               0            0   +0.00%
BenchmarkMalloc8                                61           48  -21.39%
BenchmarkMalloc16                               63           55  -13.39%
BenchmarkMallocTypeInfo8                        91           75  -16.87%
BenchmarkMallocTypeInfo16                       96           81  -15.79%
BenchmarkHashStringSpeed                        33           37  +11.75%
BenchmarkHashInt32Speed                         27           25   -8.60%
BenchmarkHashInt64Speed                         24           26   +7.69%
BenchmarkHashStringArraySpeed                   98           95   -2.65%
BenchmarkMegMap                                 20           23  +19.00%
BenchmarkMegOneMap                              28           16  -40.07%
BenchmarkMegEqMap                            81579        85367   +4.64%
BenchmarkMegEmptyMap                             3            3   +8.42%
BenchmarkSmallStrMap                            23           21   -6.96%
BenchmarkMapStringKeysEight_16                  24           25   +2.03%
BenchmarkMapStringKeysEight_32                  21           21   -1.38%
BenchmarkMapStringKeysEight_64                  21           21   -1.83%
BenchmarkMapStringKeysEight_1M                  21           21   -1.38%
BenchmarkIntMap                                 15           19  +27.56%
BenchmarkRepeatedLookupStrMapKey32              35           36   +4.26%
BenchmarkRepeatedLookupStrMapKey1M          536482       240801  -55.11%
BenchmarkNewEmptyMap                           155          162   +4.52%
BenchmarkMemmove32                              22            7  -67.87%
BenchmarkMemmove4K                             108          100   -7.41%
BenchmarkMemmove64K                           3169         3112   -1.80%
BenchmarkMemmove4M                         1013817      1025615   +1.16%
BenchmarkMemmove64M                       17007237     17956049   +5.58%
BenchmarkFinalizer                             187          194   +3.74%
BenchmarkFinalizerRun                          788          733   -6.98%
BenchmarkStackGrowth                           659          563  -14.57%
BenchmarkStackGrowthDeep                    110568        96016  -13.16%
BenchmarkCreateGoroutines                      129          131   +1.55%
BenchmarkCreateGoroutinesParallel              129          131   +1.55%
BenchmarkMatmult                                12           12   +2.48%
BenchmarkIfaceCmp100                           192          194   +1.04%
BenchmarkIfaceCmpNil100                        163          163   +0.00%
BenchmarkDefer                                  95           76  -20.17%
BenchmarkDefer10                                84           64  -24.00%
BenchmarkDeferMany                             135          115  -14.81%
BenchmarkCompareStringEqual                     10           11   +9.62%
BenchmarkCompareStringIdentical                  5            6  +17.29%
BenchmarkCompareStringSameLength                 8            9  +10.70%
BenchmarkCompareStringDifferentLength            2            2   +0.93%
BenchmarkCompareStringBigUnaligned           85311        85298   -0.02%
BenchmarkCompareStringBig                    82218        88198   +7.27%

benchmark                                 old MB/s     new MB/s  speedup
BenchmarkMemmove32                         1451.04      4508.90    3.11x
BenchmarkMemmove4K                        37752.83     40683.00    1.08x
BenchmarkMemmove64K                       20676.40     21057.42    1.02x
BenchmarkMemmove4M                         4137.14      4089.55    0.99x
BenchmarkMemmove64M                        3945.90      3737.40    0.95x
BenchmarkCompareStringBigUnaligned        12291.21     12293.15    1.00x
BenchmarkCompareStringBig                 12753.70     11888.95    0.93x
# http
benchmark                                   old ns/op    new ns/op    delta
BenchmarkHeaderWriteSubset                       1425         1144  -19.72%
BenchmarkReadRequestChrome                       8795         7309  -16.90%
BenchmarkReadRequestCurl                         4412         3744  -15.14%
BenchmarkReadRequestApachebench                  4413         3748  -15.07%
BenchmarkReadRequestSiege                        5904         5092  -13.75%
BenchmarkReadRequestWrk                          2854         2654   -7.01%
BenchmarkClientServer                           66184        61754   -6.69%
BenchmarkClientServerParallel4                  60101        55659   -7.39%
BenchmarkClientServerParallel64                 60459        52095  -13.83%
BenchmarkServer                                206108       193278   -6.22%
BenchmarkServerFakeConnNoKeepAlive              18084        12832  -29.04%
BenchmarkServerFakeConnWithKeepAlive            14848        10651  -28.27%
BenchmarkServerFakeConnWithKeepAliveLite         9577         6381  -33.37%
BenchmarkServerHandlerTypeLen                   11699         8343  -28.69%
BenchmarkServerHandlerNoLen                     11090         7754  -30.08%
BenchmarkServerHandlerNoType                    11291         8127  -28.02%
BenchmarkServerHandlerNoHeader                   8895         5545  -37.66%

benchmark                                    old MB/s     new MB/s  speedup
BenchmarkReadRequestChrome                      69.47        83.59    1.20x
BenchmarkReadRequestCurl                        17.68        20.83    1.18x
BenchmarkReadRequestApachebench                 18.58        21.88    1.18x
BenchmarkReadRequestSiege                       25.57        29.65    1.16x
BenchmarkReadRequestWrk                         14.01        15.07    1.08x
# floats
benchmark                  old ns/op    new ns/op    delta
BenchmarkMinSmall                 10           11   +3.67%
BenchmarkMinMed                 1011         1009   -0.20%
BenchmarkMinLarge              93308        93841   +0.57%
BenchmarkMinHuge            12836571     12771652   -0.51%
BenchmarkAddTwoSmall              21           23   +8.72%
BenchmarkAddFourSmall             44           51  +15.32%
BenchmarkAddTwoMed              1250         1257   +0.56%
BenchmarkAddFourMed             3704         3702   -0.05%
BenchmarkAddTwoLarge          130400       129746   -0.50%
BenchmarkAddFourLarge         408868       410566   +0.42%
BenchmarkAddTwoHuge         27898980     27880736   -0.07%
BenchmarkAddFourHuge        86911080     84093887   -3.24%
BenchmarkLogSumExpSmall          286          286   +0.00%
BenchmarkLogSumExpMed          22843        22829   -0.06%
BenchmarkLogSumExpLarge      2275668      2271064   -0.20%
BenchmarkLogSumExpHuge     233621001    233580592   -0.02%
BenchmarkDotSmall                 16           18  +13.58%
BenchmarkDotMed                 1239         1239   +0.00%
BenchmarkDotLarge             124910       124814   -0.08%
BenchmarkDotHuge            23469519     23436188   -0.14%
