# 2011 Mac Mini, Core i5 something @ 2.5Ghz
# 16 Gb Ram, 10.9.0 Mavericks (I don't really trust these numbers)
# go1
benchmark                         old ns/op    new ns/op    delta
BenchmarkAppend8Bytes                          419          166  -60.38%
BenchmarkAppend16Bytes                         575          255  -55.65%
BenchmarkAppend32Bytes                         580          155  -73.28%
BenchmarkAppendSpecialCase                      50           43  -12.60%
BenchmarkSelectUncontended                     317          314   -0.95%
BenchmarkSelectContended                       312          306   -1.92%
BenchmarkSelectNonblock                        150          138   -8.00%
BenchmarkChanUncontended                        80           80   +0.25%
BenchmarkChanContended                          81           77   -4.19%
BenchmarkChanSync                              180          177   -1.67%
BenchmarkChanProdCons0                         192          192   +0.00%
BenchmarkChanProdCons10                        115          111   -3.48%
BenchmarkChanProdCons100                        85           81   -4.80%
BenchmarkChanProdConsWork0                     890          877   -1.46%
BenchmarkChanProdConsWork10                    802          838   +4.49%
BenchmarkChanProdConsWork100                   776          775   -0.13%
BenchmarkChanCreation                          225          225   +0.00%
BenchmarkChanSem                                76           84  +10.35%
BenchmarkCallClosure                             2            2   -2.80%
BenchmarkCallClosure1                            4            4  +10.97%
BenchmarkCallClosure2                           59           58   -1.02%
BenchmarkCallClosure3                           63           56  -11.11%
BenchmarkCallClosure4                           65           55  -15.64%
BenchmarkComplex128DivNormal                    27           26   -1.48%
BenchmarkComplex128DivNisNaN                    15           15   -0.63%
BenchmarkComplex128DivDisNaN                    16           17   +3.03%
BenchmarkComplex128DivNisInf                    12           11   -3.33%
BenchmarkComplex128DivDisInf                    12           13   +8.00%
BenchmarkConvT2ESmall                           11           12   +5.04%
BenchmarkConvT2EUintptr                          0            0   +0.00%
BenchmarkConvT2ELarge                           72           67   -6.60%
BenchmarkConvT2ISmall                           13           14   +2.16%
BenchmarkConvT2IUintptr                          1            1   +0.81%
BenchmarkConvT2ILarge                           72           67   -7.57%
BenchmarkConvI2E                                 4            4  -14.63%
BenchmarkConvI2I                                18           19   +8.74%
BenchmarkAssertE2T                              13           12   -3.03%
BenchmarkAssertE2TLarge                         14           13   -4.83%
BenchmarkAssertE2I                              20           20   +0.49%
BenchmarkAssertI2T                              13           12   -1.54%
BenchmarkAssertI2I                              20           20   +1.95%
BenchmarkAssertI2E                               5            5   +7.33%
BenchmarkAssertE2E                               0            0   +2.74%
BenchmarkMalloc8                                56           47  -16.90%
BenchmarkMalloc16                               62           54  -13.08%
BenchmarkMallocTypeInfo8                        81           69  -14.58%
BenchmarkMallocTypeInfo16                       85           76  -10.96%
BenchmarkHashStringSpeed                        31           32   +1.26%
BenchmarkHashInt32Speed                         19           20   +5.05%
BenchmarkHashInt64Speed                         19           19   +1.56%
BenchmarkHashStringArraySpeed                   93           96   +3.00%
BenchmarkMegMap                                 20           25  +22.97%
BenchmarkMegOneMap                              29           18  -36.91%
BenchmarkMegEqMap                            81377        77754   -4.45%
BenchmarkMegEmptyMap                             4            4  +17.00%
BenchmarkSmallStrMap                            22           21   -2.69%
BenchmarkMapStringKeysEight_16                  23           23   +0.87%
BenchmarkMapStringKeysEight_32                  20           24  +19.81%
BenchmarkMapStringKeysEight_64                  20           24  +21.08%
BenchmarkMapStringKeysEight_1M                  20           25  +26.24%
BenchmarkIntMap                                 14           24  +62.16%
BenchmarkRepeatedLookupStrMapKey32              42           44   +3.04%
BenchmarkRepeatedLookupStrMapKey1M          370160       368749   -0.38%
BenchmarkNewEmptyMap                           148          157   +6.08%
BenchmarkMemmove32                              24            6  -75.55%
BenchmarkMemmove4K                             140          131   -6.43%
BenchmarkMemmove64K                           3039         3013   -0.86%
BenchmarkMemmove4M                          583325       568063   -2.62%
BenchmarkMemmove64M                        9645444      9519021   -1.31%
BenchmarkFinalizer                             188          195   +3.72%
BenchmarkFinalizerRun                          812          839   +3.33%
BenchmarkStackGrowth                           723          665   -8.02%
BenchmarkStackGrowthDeep                    103673        91955  -11.30%
BenchmarkCreateGoroutines                      135          141   +4.44%
BenchmarkCreateGoroutinesParallel              131          140   +6.87%
BenchmarkMatmult                                11           12   +7.69%
BenchmarkIfaceCmp100                           261          262   +0.38%
BenchmarkIfaceCmpNil100                        195          188   -3.59%
BenchmarkDefer                                 112           79  -29.02%
BenchmarkDefer10                               100           74  -25.80%
BenchmarkDeferMany                             161          137  -14.91%
BenchmarkCompareStringEqual                     12           12   -0.83%
BenchmarkCompareStringIdentical                  5            6  +24.71%
BenchmarkCompareStringSameLength                10           11   +8.65%
BenchmarkCompareStringDifferentLength            2            2  +12.39%
BenchmarkCompareStringBigUnaligned           86222       101012  +17.15%
BenchmarkCompareStringBig                    92853        83596   -9.97%

benchmark                                 old MB/s     new MB/s  speedup
BenchmarkMemmove32                         1294.63      5295.51    4.09x
BenchmarkMemmove4K                        29080.57     31135.45    1.07x
BenchmarkMemmove64K                       21562.06     21744.92    1.01x
BenchmarkMemmove4M                         7190.33      7383.51    1.03x
BenchmarkMemmove64M                        6957.57      7049.98    1.01x
BenchmarkCompareStringBigUnaligned        12161.40     10380.73    0.85x
BenchmarkCompareStringBig                 11292.96     12543.38    1.11x
# http
benchmark                                   old ns/op    new ns/op    delta
BenchmarkHeaderWriteSubset                       1623         1231  -24.15%
BenchmarkReadRequestChrome                       9233         7088  -23.23%
BenchmarkReadRequestCurl                         4130         3943   -4.53%
BenchmarkReadRequestApachebench                  4035         4016   -0.47%
BenchmarkReadRequestSiege                        5699         5049  -11.41%
BenchmarkReadRequestWrk                          2670         2635   -1.31%
BenchmarkClientServer                          119677       106973  -10.62%
BenchmarkClientServerParallel4                  75048        72255   -3.72%
BenchmarkClientServerParallel64                 75345        66939  -11.16%
BenchmarkServer                                143587       134267   -6.49%
BenchmarkServerFakeConnNoKeepAlive              17870        13737  -23.13%
BenchmarkServerFakeConnWithKeepAlive            15270        13470  -11.79%
BenchmarkServerFakeConnWithKeepAliveLite         9651         7814  -19.03%
BenchmarkServerHandlerTypeLen                   12012         9120  -24.08%
BenchmarkServerHandlerNoLen                     11451         8206  -28.34%
BenchmarkServerHandlerNoType                    12406         8897  -28.28%
BenchmarkServerHandlerNoHeader                   9386         6381  -32.02%

benchmark                                    old MB/s     new MB/s  speedup
BenchmarkReadRequestChrome                      66.17        86.19    1.30x
BenchmarkReadRequestCurl                        18.88        19.78    1.05x
BenchmarkReadRequestApachebench                 20.32        20.42    1.00x
BenchmarkReadRequestSiege                       26.49        29.90    1.13x
BenchmarkReadRequestWrk                         14.98        15.18    1.01x
# floats
benchmark                  old ns/op    new ns/op    delta
BenchmarkMinSmall                 16           16   -1.79%
BenchmarkMinMed                  822          803   -2.31%
BenchmarkMinLarge              76648        78730   +2.72%
BenchmarkMinHuge            10209762     11093656   +8.66%
BenchmarkAddTwoSmall              25           27   +9.52%
BenchmarkAddFourSmall             51           64  +26.27%
BenchmarkAddTwoMed              1289         1097  -14.90%
BenchmarkAddFourMed             3444         3471   +0.78%
BenchmarkAddTwoLarge          123348       112752   -8.59%
BenchmarkAddFourLarge         409342       387128   -5.43%
BenchmarkAddTwoHuge         16723928     16228583   -2.96%
BenchmarkAddFourHuge        53579189     48063397  -10.29%
BenchmarkLogSumExpSmall          319          292   -8.46%
BenchmarkLogSumExpMed          23908        22103   -7.55%
BenchmarkLogSumExpLarge      2311110      2209548   -4.39%
BenchmarkLogSumExpHuge     228762463    226656666   -0.92%
BenchmarkDotSmall                 17           20  +18.86%
BenchmarkDotMed                 1165         1139   -2.23%
BenchmarkDotLarge             114527       113296   -1.07%
BenchmarkDotHuge            15650147     14501190   -7.34%
