MBP 2.3GHz Intel Core i7
16MB RAM
Super Fast Better than SSD Disk Thingy
OS X 10.9.2

# go1
benchmark                         old ns/op    new ns/op    delta
BenchmarkConvT2ELarge                           45           50  +10.72%
BenchmarkConvT2ISmall                           10           12  +13.08%
BenchmarkConvT2IUintptr                          0            0  +12.50%
BenchmarkConvT2ILarge                           46           52  +12.18%
BenchmarkConvI2E                                 2            3  +10.88%
BenchmarkConvI2I                                12           12   +1.65%
BenchmarkAssertE2T                              11            8  -21.67%
BenchmarkAssertE2TLarge                          9            9   -5.11%
BenchmarkAssertE2I                              14           14   +2.82%
BenchmarkAssertI2T                              10            9   -6.10%
BenchmarkAssertI2I                              14           14   +4.23%
BenchmarkAssertI2E                               3            3   +9.79%
BenchmarkAssertE2E                               0            0   +0.00%
BenchmarkMalloc8                                32           20  -35.00%
BenchmarkMalloc16                               37           32  -12.30%
BenchmarkMallocTypeInfo8                        46           44   -4.35%
BenchmarkMallocTypeInfo16                       51           48   -5.06%
BenchmarkHashStringSpeed                        21           21   +0.00%
BenchmarkHashInt32Speed                         13           13   +3.76%
BenchmarkHashInt64Speed                         13           13   -0.72%
BenchmarkHashStringArraySpeed                   72           66   -8.55%
BenchmarkMegMap                                 15           13   -9.74%
BenchmarkMegOneMap                              12           12   -6.98%
BenchmarkMegEqMap                            46904        52178  +11.24%
BenchmarkMegEmptyMap                             2            3  +27.05%
BenchmarkSmallStrMap                            14           16  +13.29%
BenchmarkMapStringKeysEight_16                  14           17  +19.73%
BenchmarkMapStringKeysEight_32                  13           15  +17.42%
BenchmarkMapStringKeysEight_64                  13           15  +15.91%
BenchmarkMapStringKeysEight_1M                  13           15  +14.18%
BenchmarkIntMap                                 16           15   -0.62%
BenchmarkRepeatedLookupStrMapKey32              33           34   +0.88%
BenchmarkRepeatedLookupStrMapKey1M          271254       270484   -0.28%
BenchmarkNewEmptyMap                           110          116   +5.45%
BenchmarkMemmove32                               3            3   +5.12%
BenchmarkMemmove4K                              59           66  +11.93%
BenchmarkMemmove64K                           2420         2705  +11.78%
BenchmarkMemmove4M                          259161       281473   +8.61%
BenchmarkMemmove64M                        6876541      7621622  +10.84%
BenchmarkFinalizer                             139         1365  +882.01%
BenchmarkFinalizerRun                          599         1774  +196.16%
BenchmarkStackGrowth                           415          455   +9.64%
BenchmarkStackGrowthDeep                     79427        63848  -19.61%
BenchmarkCreateGoroutines                      110           77  -29.64%
BenchmarkCreateGoroutinesParallel              110           77  -29.82%
BenchmarkMatmult                                 7            5  -33.80%
BenchmarkIfaceCmp100                           219           71  -67.49%
BenchmarkIfaceCmpNil100                        153          149   -2.61%
BenchmarkDefer                                  71           43  -39.55%
BenchmarkDefer10                                64           38  -40.68%
BenchmarkDeferMany                             123          122   -0.81%
BenchmarkCompareStringEqual                      7            8   +6.36%
BenchmarkCompareStringIdentical                  3            3  -10.38%
BenchmarkCompareStringSameLength                 6            6  +14.93%
BenchmarkCompareStringDifferentLength            1            0  -52.81%
BenchmarkCompareStringBigUnaligned           54104        58902   +8.87%
BenchmarkCompareStringBig                    47739        55688  +16.65%

benchmark                                 old MB/s     new MB/s  speedup
BenchmarkMemmove32                         8635.44      8213.87    0.95x
BenchmarkMemmove4K                        68792.26     61457.97    0.89x
BenchmarkMemmove64K                       27071.33     24220.80    0.89x
BenchmarkMemmove4M                        16184.11     14901.26    0.92x
BenchmarkMemmove64M                        9759.10      8805.06    0.90x
BenchmarkCompareStringBigUnaligned        19380.68     17802.14    0.92x
BenchmarkCompareStringBig                 21964.76     18829.33    0.86x
# http
benchmark                                   old ns/op    new ns/op    delta
BenchmarkHeaderWriteSubset                        914          730  -20.13%
BenchmarkReadRequestChrome                       4871         4355  -10.59%
BenchmarkReadRequestCurl                         2625         2429   -7.47%
BenchmarkReadRequestApachebench                  2564         2416   -5.77%
BenchmarkReadRequestSiege                        3389         3104   -8.41%
BenchmarkReadRequestWrk                          1860         1765   -5.11%
BenchmarkClientServer                           61234        64000   +4.52%
BenchmarkClientServerParallel4                  46073        44064   -4.36%
BenchmarkClientServerParallel64                 42711        40178   -5.93%
BenchmarkServer                                 72077        69284   -3.88%
BenchmarkServerFakeConnNoKeepAlive               9152         6882  -24.80%
BenchmarkServerFakeConnWithKeepAlive             7036         5514  -21.63%
BenchmarkServerFakeConnWithKeepAliveLite         4027         3380  -16.07%
BenchmarkServerHandlerTypeLen                    5325         4428  -16.85%
BenchmarkServerHandlerNoLen                      4773         3999  -16.22%
BenchmarkServerHandlerNoType                     5025         4156  -17.29%
BenchmarkServerHandlerNoHeader                   3521         2983  -15.28%

benchmark                                    old MB/s     new MB/s  speedup
BenchmarkReadRequestChrome                     125.43       140.29    1.12x
BenchmarkReadRequestCurl                        29.71        32.10    1.08x
BenchmarkReadRequestApachebench                 31.98        33.94    1.06x
BenchmarkReadRequestSiege                       44.54        48.64    1.09x
BenchmarkReadRequestWrk                         21.50        22.66    1.05x
# floats
benchmark                  old ns/op    new ns/op    delta
BenchmarkMinSmall                 10           11  +12.62%
BenchmarkMinMed                  510          590  +15.69%
BenchmarkMinLarge              48869        52318   +7.06%
BenchmarkMinHuge             5730128      6450286  +12.57%
BenchmarkAddTwoSmall              17           23  +30.34%
BenchmarkAddFourSmall             37           51  +36.87%
BenchmarkAddTwoMed               912         1296  +42.11%
BenchmarkAddFourMed             2680         3923  +46.38%
BenchmarkAddTwoLarge           91142       134727  +47.82%
BenchmarkAddFourLarge         290886       398504  +37.00%
BenchmarkAddTwoHuge         12529695     16522234  +31.86%
BenchmarkAddFourHuge        40961056     49265191  +20.27%
BenchmarkLogSumExpSmall          224          230   +2.68%
BenchmarkLogSumExpMed          16899        17021   +0.72%
BenchmarkLogSumExpLarge      1664837      1832343  +10.06%
BenchmarkLogSumExpHuge     169858838    167891606   -1.16%
BenchmarkDotSmall                 12           12   +3.28%
BenchmarkDotMed                  911         1001   +9.88%
BenchmarkDotLarge              98927        90254   -8.77%
BenchmarkDotHuge            12762490     12434013   -2.57%
# cipher
benchmark                 old ns/op    new ns/op    delta
BenchmarkAESCFBEncrypt         6881         3004  -56.34%
BenchmarkAESCFBDecrypt         7063         3071  -56.52%
BenchmarkAESOFB                5744         2172  -62.19%
BenchmarkAESCTR                5700         2290  -59.82%
BenchmarkAESCBCEncrypt         5107         2592  -49.25%
BenchmarkAESCBCDecrypt         6903         2481  -64.06%

benchmark                  old MB/s     new MB/s  speedup
BenchmarkAESCFBEncrypt       148.65       340.47    2.29x
BenchmarkAESCFBDecrypt       144.83       333.06    2.30x
BenchmarkAESOFB              178.09       470.92    2.64x
BenchmarkAESCTR              179.47       446.55    2.49x
BenchmarkAESCBCEncrypt       200.48       395.03    1.97x
BenchmarkAESCBCDecrypt       148.33       412.59    2.78x
#megajson
benchmark               old ns/op    new ns/op    delta
BenchmarkCodeEncoder     11115664     10914088   -1.81%
BenchmarkCodeDecoder     42289874     43825779   +3.63%

benchmark                old MB/s     new MB/s  speedup
BenchmarkCodeEncoder       174.57       177.80    1.02x
BenchmarkCodeDecoder        45.89        44.28    0.96x
#snappy
benchmark                  old ns/op    new ns/op    delta
BenchmarkWordsDecode1e3         1892         2163  +14.32%
BenchmarkWordsDecode1e4        30564        31562   +3.27%
BenchmarkWordsDecode1e5       408532       460675  +12.76%
BenchmarkWordsDecode1e6      4070329      4740741  +16.47%
BenchmarkWordsEncode1e3         9118         9024   -1.03%
BenchmarkWordsEncode1e4        64389        74857  +16.26%
BenchmarkWordsEncode1e5       866558       842714   -2.75%
BenchmarkWordsEncode1e6      8180290      8405950   +2.76%

benchmark                   old MB/s     new MB/s  speedup
BenchmarkWordsDecode1e3       528.43       462.27    0.87x
BenchmarkWordsDecode1e4       327.18       316.83    0.97x
BenchmarkWordsDecode1e5       244.78       217.07    0.89x
BenchmarkWordsDecode1e6       245.68       210.94    0.86x
BenchmarkWordsEncode1e3       109.67       110.81    1.01x
BenchmarkWordsEncode1e4       155.31       133.59    0.86x
BenchmarkWordsEncode1e5       115.40       118.66    1.03x
BenchmarkWordsEncode1e6       122.25       118.96    0.97x
