# Intel(R) Core(TM) i7-2600 CPU @ 3.40GHz
# Darwin Kernel Version 13.2.0: Thu Apr 17 23:03:13 PDT 2014; root:xnu-2422.100.13~1/RELEASE_X86_64 x86_64

# go1
benchmark                          old ns/op      new ns/op      delta       
BenchmarkServerHandlerNoHeader               4555          4715          +3.51%      

benchmark                           old MB/s     new MB/s     speedup     
BenchmarkReadRequestChrome          116.51       130.86       1.12x       
BenchmarkReadRequestCurl            28.21        29.83        1.06x       
BenchmarkReadRequestApachebench     29.96        31.36        1.05x       
BenchmarkReadRequestSiege           41.70        45.18        1.08x       
BenchmarkReadRequestWrk             20.43        20.74        1.02x       

# floats
benchmark                   old ns/op     new ns/op     delta       
BenchmarkMinSmall           11.9          11.0          -7.56%      
BenchmarkMinMed             592           604           +2.03%      
BenchmarkMinLarge           56218         59438         +5.73%      
BenchmarkMinHuge            7656130       7914356       +3.37%      
BenchmarkAddTwoSmall        19.9          19.5          -2.01%      
BenchmarkAddFourSmall       42.8          37.6          -12.15%     
BenchmarkAddTwoMed          838           828           -1.19%      
BenchmarkAddFourMed         2499          2473          -1.04%      
BenchmarkAddTwoLarge        84980         86096         +1.31%      
BenchmarkAddFourLarge       257229        260571        +1.30%      
BenchmarkAddTwoHuge         14521234      14418461      -0.71%      
BenchmarkAddFourHuge        43499211      43423903      -0.17%      
BenchmarkLogSumExpSmall     225           227           +0.89%      
BenchmarkLogSumExpMed       17159         17428         +1.57%      
BenchmarkLogSumExpLarge     1714569       1733523       +1.11%      
BenchmarkLogSumExpHuge      174531340     178585012     +2.32%      
BenchmarkDotSmall           16.2          13.1          -19.14%     
BenchmarkDotMed             886           1090          +23.02%     
BenchmarkDotLarge           88060         109465        +24.31%     
BenchmarkDotHuge            12161848      13098236      +7.70%      

# cipher
benchmark                  old ns/op     new ns/op     delta       
BenchmarkAESCFBEncrypt     6185          3475          -43.82%     
BenchmarkAESCFBDecrypt     6337          3723          -41.25%     
BenchmarkAESOFB            5478          2313          -57.78%     
BenchmarkAESCTR            5361          2113          -60.59%     
BenchmarkAESCBCEncrypt     5419          2774          -48.81%     
BenchmarkAESCBCDecrypt     7108          2763          -61.13%     

benchmark                  old MB/s     new MB/s     speedup     
BenchmarkAESCFBEncrypt     165.40       294.31       1.78x       
BenchmarkAESCFBDecrypt     161.42       274.71       1.70x       
BenchmarkAESOFB            186.75       442.17       2.37x       
BenchmarkAESCTR            190.79       484.00       2.54x       
BenchmarkAESCBCEncrypt     188.95       369.08       1.95x       
BenchmarkAESCBCDecrypt     144.05       370.53       2.57x       

#megajson
benchmark                old ns/op     new ns/op     delta      
BenchmarkCodeEncoder     12735787      12738881      +0.02%     
BenchmarkCodeDecoder     47178566      47009231      -0.36%     

benchmark                old MB/s     new MB/s     speedup     
BenchmarkCodeEncoder     152.36       152.33       1.00x       
BenchmarkCodeDecoder     41.13        41.28        1.00x       

#snappy
benchmark                   old ns/op     new ns/op     delta       
BenchmarkWordsDecode1e3     2121          2020          -4.76%      
BenchmarkWordsDecode1e4     30880         26485         -14.23%     
BenchmarkWordsDecode1e5     401356        372807        -7.11%      
BenchmarkWordsDecode1e6     3963146       3655028       -7.77%      
BenchmarkWordsEncode1e3     9797          8909          -9.06%      
BenchmarkWordsEncode1e4     66040         65227         -1.23%      
BenchmarkWordsEncode1e5     785184        726420        -7.48%      
BenchmarkWordsEncode1e6     7693664       7153984       -7.01%      

benchmark                   old MB/s     new MB/s     speedup     
BenchmarkWordsDecode1e3     471.26       494.81       1.05x       
BenchmarkWordsDecode1e4     323.83       377.57       1.17x       
BenchmarkWordsDecode1e5     249.16       268.24       1.08x       
BenchmarkWordsDecode1e6     252.32       273.60       1.08x       
BenchmarkWordsEncode1e3     102.06       112.24       1.10x       
BenchmarkWordsEncode1e4     151.42       153.31       1.01x       
BenchmarkWordsEncode1e5     127.36       137.66       1.08x       
BenchmarkWordsEncode1e6     129.98       139.78       1.08x       
