# go1
benchmark                         old ns/op    new ns/op    delta
BenchmarkMemmove4K                            2924         2881   -1.47%
BenchmarkMemmove64K                          47486        47857   +0.78%
BenchmarkMemmove4M                        10505905     10469916   -0.34%
BenchmarkMemmove64M                      169057678    174599880   +3.28%
BenchmarkFinalizer                            1428         1759  +23.18%
BenchmarkFinalizerRun                         8390         9527  +13.55%
BenchmarkStackGrowth                         10363        10109   -2.45%
BenchmarkStackGrowthDeep                   1414271      1312593   -7.19%
BenchmarkCreateGoroutines                     1071         1528  +42.67%
BenchmarkCreateGoroutinesParallel             1068         1538  +44.01%
BenchmarkMatmult                               179          183   +2.23%
BenchmarkIfaceCmp100                          2245         2244   -0.04%
BenchmarkIfaceCmpNil100                       2040         2043   +0.15%
BenchmarkDefer                                 413          459  +11.14%
BenchmarkDefer10                               384          405   +5.47%
BenchmarkDeferMany                             893          885   -0.90%
BenchmarkCompareStringEqual                    159          159   +0.00%
BenchmarkCompareStringIdentical                 49           49   -0.40%
BenchmarkCompareStringSameLength               122          119   -2.46%
BenchmarkCompareStringDifferentLength           12           12   -0.82%
BenchmarkCompareStringBigUnaligned         9571915      9591137   +0.20%
BenchmarkCompareStringBig                  9761898      9754290   -0.08%

benchmark                                 old MB/s     new MB/s  speedup
BenchmarkMemmove32                          323.08       503.79    1.56x
BenchmarkMemmove4K                         1400.68      1421.47    1.01x
BenchmarkMemmove64K                        1380.11      1369.40    0.99x
BenchmarkMemmove4M                          399.23       400.61    1.00x
BenchmarkMemmove64M                         396.96       384.36    0.97x
BenchmarkCompareStringBigUnaligned          109.55       109.33    1.00x
BenchmarkCompareStringBig                   107.42       107.50    1.00x
# http
benchmark                                   old ns/op    new ns/op    delta
BenchmarkHeaderWriteSubset                      13209        11527  -12.73%
BenchmarkReadRequestChrome                     126022       102243  -18.87%
BenchmarkReadRequestCurl                        62228        52473  -15.68%
BenchmarkReadRequestApachebench                 61881        52181  -15.68%
BenchmarkReadRequestSiege                       85000        69823  -17.86%
BenchmarkReadRequestWrk                         38451        34444  -10.42%
BenchmarkClientServer                          742814       664476  -10.55%
BenchmarkClientServerParallel4                 738501       667721   -9.58%
BenchmarkClientServerParallel64                736599       689951   -6.33%
BenchmarkServer                                937524       818913  -12.65%
BenchmarkServerFakeConnNoKeepAlive             241972       195780  -19.09%
BenchmarkServerFakeConnWithKeepAlive           202466       161304  -20.33%
BenchmarkServerFakeConnWithKeepAliveLite       115593        88357  -23.56%
BenchmarkServerHandlerTypeLen                  157672       128920  -18.24%
BenchmarkServerHandlerNoLen                    143596       113440  -21.00%
BenchmarkServerHandlerNoType                   148163       120623  -18.59%
BenchmarkServerHandlerNoHeader                 113713        86323  -24.09%

benchmark                                    old MB/s     new MB/s  speedup
BenchmarkReadRequestChrome                       4.85         5.98    1.23x
BenchmarkReadRequestCurl                         1.25         1.49    1.19x
BenchmarkReadRequestApachebench                  1.33         1.57    1.18x
BenchmarkReadRequestSiege                        1.78         2.16    1.21x
BenchmarkReadRequestWrk                          1.04         1.16    1.12x
# floats
benchmark                  old ns/op    new ns/op    delta
BenchmarkMinSmall                468          461   -1.50%
BenchmarkMinMed                37968        37948   -0.05%
BenchmarkMinLarge            5076697      5159846   +1.64%
BenchmarkMinHuge           526320117    526676605   +0.07%
BenchmarkAddTwoSmall             478          471   -1.46%
BenchmarkAddFourSmall           1265         1258   -0.55%
BenchmarkAddTwoMed             37964        37849   -0.30%
BenchmarkAddFourMed           113318       113249   -0.06%
BenchmarkAddTwoLarge         5874165      5751987   -2.08%
BenchmarkAddFourLarge       17666106     17564266   -0.58%
BenchmarkAddTwoHuge        570317100    574371611   +0.71%
BenchmarkAddFourHuge      1802541428   1714682598   -4.87%
BenchmarkLogSumExpSmall        14804        14790   -0.09%
BenchmarkLogSumExpMed        1425636      1422971   -0.19%
BenchmarkLogSumExpLarge    152250696    146141819   -4.01%
BenchmarkLogSumExpHuge    2147483647   2147483647   -4.86%
BenchmarkDotSmall                486          485   -0.21%
BenchmarkDotMed                40487        40637   +0.37%
BenchmarkDotLarge            4347927      4299740   -1.11%
BenchmarkDotHuge           433617146    432168918   -0.33%
#megajson
benchmark               old ns/op    new ns/op    delta
BenchmarkCodeEncoder    298470513    249211177  -16.50%
BenchmarkCodeDecoder    974320993    759280906  -22.07%

benchmark                old MB/s     new MB/s  speedup
BenchmarkCodeEncoder         6.50         7.79    1.20x
BenchmarkCodeDecoder         1.99         2.56    1.29x
