# go1
benchmark                          old ns/op      new ns/op      delta       
BenchmarkStackGrowth                      666           482           -27.63%      
BenchmarkStackGrowthDeep                  87308         65215         -25.30%      
BenchmarkCreateGoroutines                 117           95.6          -18.29%      
BenchmarkCreateGoroutinesParallel         117           95.3          -18.55%      
BenchmarkMatmult                          10.5          6.44          -38.67%      
BenchmarkIfaceCmp100                      228           87.8          -61.49%      
BenchmarkIfaceCmpNil100                   167           173           +3.59%       
BenchmarkDefer                            72.2          50.5          -30.06%      
BenchmarkDefer10                          64.7          43.9          -32.15%      
BenchmarkDeferMany                        109           93.7          -14.04%      
BenchmarkCompareStringEqual               9.49          10.8          +13.80%      
BenchmarkCompareStringIdentical           4.43          4.10          -7.45%       
BenchmarkCompareStringSameLength          8.56          9.49          +10.86%      
BenchmarkCompareStringDifferentLength     1.96          0.95          -51.53%      
BenchmarkCompareStringBigUnaligned        83059         84699         +1.97%       
BenchmarkCompareStringBig                 79037         82512         +4.40%       

benchmark                              old MB/s     new MB/s     speedup     
BenchmarkMemmove32                     5468.50      5724.76      1.05x       
BenchmarkMemmove4K                     23225.27     23340.61     1.00x       
BenchmarkMemmove64K                    18447.68     18461.54     1.00x       
BenchmarkMemmove4M                     5120.88      5111.62      1.00x       
BenchmarkMemmove64M                    4811.46      4797.39      1.00x       
BenchmarkCompareStringBigUnaligned     12624.56     12380.04     0.98x       
BenchmarkCompareStringBig              13266.91     12708.17     0.96x       
# http
benchmark                                    old ns/op     new ns/op     delta       
BenchmarkHeaderWriteSubset                   1048          842           -19.66%     
BenchmarkReadRequestChrome                   6293          5582          -11.30%     
BenchmarkReadRequestCurl                     3400          3124          -8.12%      
BenchmarkReadRequestApachebench              3396          3081          -9.28%      
BenchmarkReadRequestSiege                    4466          3943          -11.71%     
BenchmarkReadRequestWrk                      2389          2321          -2.85%      
BenchmarkClientServer                        60722         57849         -4.73%      
BenchmarkClientServerParallel4               54676         52340         -4.27%      
BenchmarkClientServerParallel64              53213         51949         -2.38%      
BenchmarkServer                              182292        174150        -4.47%      
BenchmarkServerFakeConnNoKeepAlive           12417         10588         -14.73%     
BenchmarkServerFakeConnWithKeepAlive         10082         8589          -14.81%     
BenchmarkServerFakeConnWithKeepAliveLite     6079          5848          -3.80%      
BenchmarkServerHandlerTypeLen                8310          7247          -12.79%     
BenchmarkServerHandlerNoLen                  7515          6883          -8.41%      
BenchmarkServerHandlerNoType                 7841          7178          -8.46%      
BenchmarkServerHandlerNoHeader               5548          5187          -6.51%      

benchmark                           old MB/s     new MB/s     speedup     
BenchmarkReadRequestChrome          97.08        109.46       1.13x       
BenchmarkReadRequestCurl            22.94        24.96        1.09x       
BenchmarkReadRequestApachebench     24.15        26.61        1.10x       
BenchmarkReadRequestSiege           33.80        38.29        1.13x       
BenchmarkReadRequestWrk             16.74        17.23        1.03x       
# floats
benchmark                   old ns/op     new ns/op     delta       
BenchmarkMinSmall           13.9          12.7          -8.63%      
BenchmarkMinMed             686           699           +1.90%      
BenchmarkMinLarge           65306         69249         +6.04%      
BenchmarkMinHuge            8712495       9089653       +4.33%      
BenchmarkAddTwoSmall        23.1          22.6          -2.16%      
BenchmarkAddFourSmall       49.8          46.8          -6.02%      
BenchmarkAddTwoMed          976           970           -0.61%      
BenchmarkAddFourMed         2913          2900          -0.45%      
BenchmarkAddTwoLarge        101386        101856        +0.46%      
BenchmarkAddFourLarge       332757        338597        +1.76%      
BenchmarkAddTwoHuge         15816705      15760527      -0.36%      
BenchmarkAddFourHuge        47895795      47498511      -0.83%      
BenchmarkLogSumExpSmall     262           263           +0.38%      
BenchmarkLogSumExpMed       19917         20189         +1.37%      
BenchmarkLogSumExpLarge     2000878       2025191       +1.22%      
BenchmarkLogSumExpHuge      203917750     206903211     +1.46%      
BenchmarkDotSmall           18.3          16.4          -10.38%     
BenchmarkDotMed             1027          1267          +23.37%     
BenchmarkDotLarge           102090        128115        +25.49%     
BenchmarkDotHuge            13087253      14940942      +14.16%     
# cipher
benchmark                  old ns/op     new ns/op     delta       
BenchmarkAESCFBEncrypt     7849          3973          -49.38%     
BenchmarkAESCFBDecrypt     7075          3919          -44.61%     
BenchmarkAESOFB            6420          2550          -60.28%     
BenchmarkAESCTR            6149          2455          -60.07%     
BenchmarkAESCBCEncrypt     6279          3068          -51.14%     
BenchmarkAESCBCDecrypt     8337          3203          -61.58%     

benchmark                  old MB/s     new MB/s     speedup     
BenchmarkAESCFBEncrypt     130.33       257.42       1.98x       
BenchmarkAESCFBDecrypt     144.58       260.98       1.81x       
BenchmarkAESOFB            159.34       401.11       2.52x       
BenchmarkAESCTR            166.36       416.61       2.50x       
BenchmarkAESCBCEncrypt     163.06       333.71       2.05x       
BenchmarkAESCBCDecrypt     122.81       319.64       2.60x       
#megajson
benchmark                old ns/op     new ns/op     delta      
BenchmarkCodeEncoder     14693449      14650958      -0.29%     
BenchmarkCodeDecoder     55557526      55144239      -0.74%     

benchmark                old MB/s     new MB/s     speedup     
BenchmarkCodeEncoder     132.06       132.45       1.00x       
BenchmarkCodeDecoder     34.93        35.19        1.01x       
#snappy
benchmark                   old ns/op     new ns/op     delta       
BenchmarkWordsDecode1e3     2574          2314          -10.10%     
BenchmarkWordsDecode1e4     38082         31313         -17.77%     
BenchmarkWordsDecode1e5     481647        433651        -9.96%      
BenchmarkWordsDecode1e6     4564903       4064389       -10.96%     
BenchmarkWordsEncode1e3     13516         11634         -13.92%     
BenchmarkWordsEncode1e4     82116         74874         -8.82%      
BenchmarkWordsEncode1e5     1032025       962332        -6.75%      
BenchmarkWordsEncode1e6     8653775       8029637       -7.21%      

benchmark                   old MB/s     new MB/s     speedup     
BenchmarkWordsDecode1e3     388.40       432.09       1.11x       
BenchmarkWordsDecode1e4     262.59       319.35       1.22x       
BenchmarkWordsDecode1e5     207.62       230.60       1.11x       
BenchmarkWordsDecode1e6     219.06       246.04       1.12x       
BenchmarkWordsEncode1e3     73.99        85.95        1.16x       
BenchmarkWordsEncode1e4     121.78       133.56       1.10x       
BenchmarkWordsEncode1e5     96.90        103.91       1.07x       
BenchmarkWordsEncode1e6     115.56       124.54       1.08x       
